composition,adults,children,monthly_income,payment,benefit,hourly_wage
"2 adults, 3 children",2,3,4670,0,WIC,26.84
1 adult,1,0,4680,0,WIC,26.9
"1 adult, 1 child",1,1,4680,0,WIC,26.9
"1 adult, 2 children",1,2,4680,0,WIC,26.9
"1 adult, 3 children",1,3,4680,0,WIC,26.9
2 adults,2,0,4680,0,WIC,26.9
"2 adults, 1 child",2,1,4680,0,WIC,26.9
"2 adults, 2 children",2,2,4680,0,WIC,26.9
"2 adults, 3 children",2,3,4680,0,WIC,26.9
1 adult,1,0,4690,0,WIC,26.95
"1 adult, 1 child",1,1,4690,0,WIC,26.95
"1 adult, 2 children",1,2,4690,0,WIC,26.95
"1 adult, 3 children",1,3,4690,0,WIC,26.95
2 adults,2,0,4690,0,WIC,26.95
"2 adults, 1 child",2,1,4690,0,WIC,26.95
"2 adults, 2 children",2,2,4690,0,WIC,26.95
"2 adults, 3 children",2,3,4690,0,WIC,26.95
1 adult,1,0,4700,0,WIC,27.01
"1 adult, 1 child",1,1,4700,0,WIC,27.01
"1 adult, 2 children",1,2,4700,0,WIC,27.01
"1 adult, 3 children",1,3,4700,0,WIC,27.01
2 adults,2,0,4700,0,WIC,27.01
"2 adults, 1 child",2,1,4700,0,WIC,27.01
"2 adults, 2 children",2,2,4700,0,WIC,27.01
"2 adults, 3 children",2,3,4700,0,WIC,27.01
1 adult,1,0,4710,0,WIC,27.07
"1 adult, 1 child",1,1,4710,0,WIC,27.07
"1 adult, 2 children",1,2,4710,0,WIC,27.07
"1 adult, 3 children",1,3,4710,0,WIC,27.07
2 adults,2,0,4710,0,WIC,27.07
"2 adults, 1 child",2,1,4710,0,WIC,27.07
"2 adults, 2 children",2,2,4710,0,WIC,27.07
"2 adults, 3 children",2,3,4710,0,WIC,27.07
1 adult,1,0,4720,0,WIC,27.13
"1 adult, 1 child",1,1,4720,0,WIC,27.13
"1 adult, 2 children",1,2,4720,0,WIC,27.13
"1 adult, 3 children",1,3,4720,0,WIC,27.13
2 adults,2,0,4720,0,WIC,27.13
"2 adults, 1 child",2,1,4720,0,WIC,27.13
"2 adults, 2 children",2,2,4720,0,WIC,27.13
"2 adults, 3 children",2,3,4720,0,WIC,27.13
1 adult,1,0,4730,0,WIC,27.18
"1 adult, 1 child",1,1,4730,0,WIC,27.18
"1 adult, 2 children",1,2,4730,0,WIC,27.18
"1 adult, 3 children",1,3,4730,0,WIC,27.18
2 adults,2,0,4730,0,WIC,27.18
"2 adults, 1 child",2,1,4730,0,WIC,27.18
"2 adults, 2 children",2,2,4730,0,WIC,27.18
"2 adults, 3 children",2,3,4730,0,WIC,27.18
1 adult,1,0,4740,0,WIC,27.24
"1 adult, 1 child",1,1,4740,0,WIC,27.24
"1 adult, 2 children",1,2,4740,0,WIC,27.24
"1 adult, 3 children",1,3,4740,0,WIC,27.24
2 adults,2,0,4740,0,WIC,27.24
"2 adults, 1 child",2,1,4740,0,WIC,27.24
"2 adults, 2 children",2,2,4740,0,WIC,27.24
"2 adults, 3 children",2,3,4740,0,WIC,27.24
1 adult,1,0,4750,0,WIC,27.3
"1 adult, 1 child",1,1,4750,0,WIC,27.3
"1 adult, 2 children",1,2,4750,0,WIC,27.3
"1 adult, 3 children",1,3,4750,0,WIC,27.3
2 adults,2,0,4750,0,WIC,27.3
"2 adults, 1 child",2,1,4750,0,WIC,27.3
"2 adults, 2 children",2,2,4750,0,WIC,27.3
"2 adults, 3 children",2,3,4750,0,WIC,27.3
1 adult,1,0,4760,0,WIC,27.36
"1 adult, 1 child",1,1,4760,0,WIC,27.36
"1 adult, 2 children",1,2,4760,0,WIC,27.36
"1 adult, 3 children",1,3,4760,0,WIC,27.36
2 adults,2,0,4760,0,WIC,27.36
"2 adults, 1 child",2,1,4760,0,WIC,27.36
"2 adults, 2 children",2,2,4760,0,WIC,27.36
"2 adults, 3 children",2,3,4760,0,WIC,27.36
1 adult,1,0,4770,0,WIC,27.41
"1 adult, 1 child",1,1,4770,0,WIC,27.41
"1 adult, 2 children",1,2,4770,0,WIC,27.41
"1 adult, 3 children",1,3,4770,0,WIC,27.41
2 adults,2,0,4770,0,WIC,27.41
"2 adults, 1 child",2,1,4770,0,WIC,27.41
"2 adults, 2 children",2,2,4770,0,WIC,27.41
"2 adults, 3 children",2,3,4770,0,WIC,27.41
1 adult,1,0,4780,0,WIC,27.47
"1 adult, 1 child",1,1,4780,0,WIC,27.47
"1 adult, 2 children",1,2,4780,0,WIC,27.47
"1 adult, 3 children",1,3,4780,0,WIC,27.47
2 adults,2,0,4780,0,WIC,27.47
"2 adults, 1 child",2,1,4780,0,WIC,27.47
"2 adults, 2 children",2,2,4780,0,WIC,27.47
"2 adults, 3 children",2,3,4780,0,WIC,27.47
1 adult,1,0,4790,0,WIC,27.53
"1 adult, 1 child",1,1,4790,0,WIC,27.53
"1 adult, 2 children",1,2,4790,0,WIC,27.53
"1 adult, 3 children",1,3,4790,0,WIC,27.53
2 adults,2,0,4790,0,WIC,27.53
"2 adults, 1 child",2,1,4790,0,WIC,27.53
"2 adults, 2 children",2,2,4790,0,WIC,27.53
"2 adults, 3 children",2,3,4790,0,WIC,27.53
1 adult,1,0,4800,0,WIC,27.59
"1 adult, 1 child",1,1,4800,0,WIC,27.59
"1 adult, 2 children",1,2,4800,0,WIC,27.59
"1 adult, 3 children",1,3,4800,0,WIC,27.59
2 adults,2,0,4800,0,WIC,27.59
"2 adults, 1 child",2,1,4800,0,WIC,27.59
"2 adults, 2 children",2,2,4800,0,WIC,27.59
"2 adults, 3 children",2,3,4800,0,WIC,27.59
1 adult,1,0,4810,0,WIC,27.64
"1 adult, 1 child",1,1,4810,0,WIC,27.64
"1 adult, 2 children",1,2,4810,0,WIC,27.64
"1 adult, 3 children",1,3,4810,0,WIC,27.64
2 adults,2,0,4810,0,WIC,27.64
"2 adults, 1 child",2,1,4810,0,WIC,27.64
"2 adults, 2 children",2,2,4810,0,WIC,27.64
"2 adults, 3 children",2,3,4810,0,WIC,27.64
1 adult,1,0,4820,0,WIC,27.7
"1 adult, 1 child",1,1,4820,0,WIC,27.7
"1 adult, 2 children",1,2,4820,0,WIC,27.7
"1 adult, 3 children",1,3,4820,0,WIC,27.7
2 adults,2,0,4820,0,WIC,27.7
"2 adults, 1 child",2,1,4820,0,WIC,27.7
"2 adults, 2 children",2,2,4820,0,WIC,27.7
"2 adults, 3 children",2,3,4820,0,WIC,27.7
1 adult,1,0,4830,0,WIC,27.76
"1 adult, 1 child",1,1,4830,0,WIC,27.76
"1 adult, 2 children",1,2,4830,0,WIC,27.76
"1 adult, 3 children",1,3,4830,0,WIC,27.76
2 adults,2,0,4830,0,WIC,27.76
"2 adults, 1 child",2,1,4830,0,WIC,27.76
"2 adults, 2 children",2,2,4830,0,WIC,27.76
"2 adults, 3 children",2,3,4830,0,WIC,27.76
1 adult,1,0,4840,0,WIC,27.82
"1 adult, 1 child",1,1,4840,0,WIC,27.82
"1 adult, 2 children",1,2,4840,0,WIC,27.82
"1 adult, 3 children",1,3,4840,0,WIC,27.82
2 adults,2,0,4840,0,WIC,27.82
"2 adults, 1 child",2,1,4840,0,WIC,27.82
"2 adults, 2 children",2,2,4840,0,WIC,27.82
"2 adults, 3 children",2,3,4840,0,WIC,27.82
1 adult,1,0,4850,0,WIC,27.87
"1 adult, 1 child",1,1,4850,0,WIC,27.87
"1 adult, 2 children",1,2,4850,0,WIC,27.87
"1 adult, 3 children",1,3,4850,0,WIC,27.87
2 adults,2,0,4850,0,WIC,27.87
"2 adults, 1 child",2,1,4850,0,WIC,27.87
"2 adults, 2 children",2,2,4850,0,WIC,27.87
"2 adults, 3 children",2,3,4850,0,WIC,27.87
1 adult,1,0,4860,0,WIC,27.93
"1 adult, 1 child",1,1,4860,0,WIC,27.93
"1 adult, 2 children",1,2,4860,0,WIC,27.93
"1 adult, 3 children",1,3,4860,0,WIC,27.93
2 adults,2,0,4860,0,WIC,27.93
"2 adults, 1 child",2,1,4860,0,WIC,27.93
"2 adults, 2 children",2,2,4860,0,WIC,27.93
"2 adults, 3 children",2,3,4860,0,WIC,27.93
1 adult,1,0,4870,0,WIC,27.99
"1 adult, 1 child",1,1,4870,0,WIC,27.99
"1 adult, 2 children",1,2,4870,0,WIC,27.99
"1 adult, 3 children",1,3,4870,0,WIC,27.99
2 adults,2,0,4870,0,WIC,27.99
"2 adults, 1 child",2,1,4870,0,WIC,27.99
"2 adults, 2 children",2,2,4870,0,WIC,27.99
"2 adults, 3 children",2,3,4870,0,WIC,27.99
1 adult,1,0,4880,0,WIC,28.05
"1 adult, 1 child",1,1,4880,0,WIC,28.05
"1 adult, 2 children",1,2,4880,0,WIC,28.05
"1 adult, 3 children",1,3,4880,0,WIC,28.05
2 adults,2,0,4880,0,WIC,28.05
"2 adults, 1 child",2,1,4880,0,WIC,28.05
"2 adults, 2 children",2,2,4880,0,WIC,28.05
"2 adults, 3 children",2,3,4880,0,WIC,28.05
1 adult,1,0,4890,0,WIC,28.1
"1 adult, 1 child",1,1,4890,0,WIC,28.1
"1 adult, 2 children",1,2,4890,0,WIC,28.1
"1 adult, 3 children",1,3,4890,0,WIC,28.1
2 adults,2,0,4890,0,WIC,28.1
"2 adults, 1 child",2,1,4890,0,WIC,28.1
"2 adults, 2 children",2,2,4890,0,WIC,28.1
"2 adults, 3 children",2,3,4890,0,WIC,28.1
1 adult,1,0,4900,0,WIC,28.16
"1 adult, 1 child",1,1,4900,0,WIC,28.16
"1 adult, 2 children",1,2,4900,0,WIC,28.16
"1 adult, 3 children",1,3,4900,0,WIC,28.16
2 adults,2,0,4900,0,WIC,28.16
"2 adults, 1 child",2,1,4900,0,WIC,28.16
"2 adults, 2 children",2,2,4900,0,WIC,28.16
"2 adults, 3 children",2,3,4900,0,WIC,28.16
1 adult,1,0,4910,0,WIC,28.22
"1 adult, 1 child",1,1,4910,0,WIC,28.22
"1 adult, 2 children",1,2,4910,0,WIC,28.22
"1 adult, 3 children",1,3,4910,0,WIC,28.22
2 adults,2,0,4910,0,WIC,28.22
"2 adults, 1 child",2,1,4910,0,WIC,28.22
"2 adults, 2 children",2,2,4910,0,WIC,28.22
"2 adults, 3 children",2,3,4910,0,WIC,28.22
1 adult,1,0,4920,0,WIC,28.28
"1 adult, 1 child",1,1,4920,0,WIC,28.28
"1 adult, 2 children",1,2,4920,0,WIC,28.28
"1 adult, 3 children",1,3,4920,0,WIC,28.28
2 adults,2,0,4920,0,WIC,28.28
"2 adults, 1 child",2,1,4920,0,WIC,28.28
"2 adults, 2 children",2,2,4920,0,WIC,28.28
"2 adults, 3 children",2,3,4920,0,WIC,28.28
1 adult,1,0,4930,0,WIC,28.33
"1 adult, 1 child",1,1,4930,0,WIC,28.33
"1 adult, 2 children",1,2,4930,0,WIC,28.33
"1 adult, 3 children",1,3,4930,0,WIC,28.33
2 adults,2,0,4930,0,WIC,28.33
"2 adults, 1 child",2,1,4930,0,WIC,28.33
"2 adults, 2 children",2,2,4930,0,WIC,28.33
"2 adults, 3 children",2,3,4930,0,WIC,28.33
1 adult,1,0,4940,0,WIC,28.39
"1 adult, 1 child",1,1,4940,0,WIC,28.39
"1 adult, 2 children",1,2,4940,0,WIC,28.39
"1 adult, 3 children",1,3,4940,0,WIC,28.39
2 adults,2,0,4940,0,WIC,28.39
"2 adults, 1 child",2,1,4940,0,WIC,28.39
"2 adults, 2 children",2,2,4940,0,WIC,28.39
"2 adults, 3 children",2,3,4940,0,WIC,28.39
1 adult,1,0,4950,0,WIC,28.45
"1 adult, 1 child",1,1,4950,0,WIC,28.45
"1 adult, 2 children",1,2,4950,0,WIC,28.45
"1 adult, 3 children",1,3,4950,0,WIC,28.45
2 adults,2,0,4950,0,WIC,28.45
"2 adults, 1 child",2,1,4950,0,WIC,28.45
"2 adults, 2 children",2,2,4950,0,WIC,28.45
"2 adults, 3 children",2,3,4950,0,WIC,28.45
1 adult,1,0,4960,0,WIC,28.51
"1 adult, 1 child",1,1,4960,0,WIC,28.51
"1 adult, 2 children",1,2,4960,0,WIC,28.51
"1 adult, 3 children",1,3,4960,0,WIC,28.51
2 adults,2,0,4960,0,WIC,28.51
"2 adults, 1 child",2,1,4960,0,WIC,28.51
"2 adults, 2 children",2,2,4960,0,WIC,28.51
"2 adults, 3 children",2,3,4960,0,WIC,28.51
1 adult,1,0,4970,0,WIC,28.56
"1 adult, 1 child",1,1,4970,0,WIC,28.56
"1 adult, 2 children",1,2,4970,0,WIC,28.56
"1 adult, 3 children",1,3,4970,0,WIC,28.56
2 adults,2,0,4970,0,WIC,28.56
"2 adults, 1 child",2,1,4970,0,WIC,28.56
"2 adults, 2 children",2,2,4970,0,WIC,28.56
"2 adults, 3 children",2,3,4970,0,WIC,28.56
1 adult,1,0,4980,0,WIC,28.62
"1 adult, 1 child",1,1,4980,0,WIC,28.62
"1 adult, 2 children",1,2,4980,0,WIC,28.62
"1 adult, 3 children",1,3,4980,0,WIC,28.62
2 adults,2,0,4980,0,WIC,28.62
"2 adults, 1 child",2,1,4980,0,WIC,28.62
"2 adults, 2 children",2,2,4980,0,WIC,28.62
"2 adults, 3 children",2,3,4980,0,WIC,28.62
1 adult,1,0,4990,0,WIC,28.68
"1 adult, 1 child",1,1,4990,0,WIC,28.68
"1 adult, 2 children",1,2,4990,0,WIC,28.68
"1 adult, 3 children",1,3,4990,0,WIC,28.68
2 adults,2,0,4990,0,WIC,28.68
"2 adults, 1 child",2,1,4990,0,WIC,28.68
"2 adults, 2 children",2,2,4990,0,WIC,28.68
"2 adults, 3 children",2,3,4990,0,WIC,28.68
1 adult,1,0,5000,0,WIC,28.74
"1 adult, 1 child",1,1,5000,0,WIC,28.74
"1 adult, 2 children",1,2,5000,0,WIC,28.74
"1 adult, 3 children",1,3,5000,0,WIC,28.74
2 adults,2,0,5000,0,WIC,28.74
"2 adults, 1 child",2,1,5000,0,WIC,28.74
"2 adults, 2 children",2,2,5000,0,WIC,28.74
"2 adults, 3 children",2,3,5000,0,WIC,28.74
1 adult,1,0,5010,0,WIC,28.79
"1 adult, 1 child",1,1,5010,0,WIC,28.79
"1 adult, 2 children",1,2,5010,0,WIC,28.79
"1 adult, 3 children",1,3,5010,0,WIC,28.79
2 adults,2,0,5010,0,WIC,28.79
"2 adults, 1 child",2,1,5010,0,WIC,28.79
"2 adults, 2 children",2,2,5010,0,WIC,28.79
"2 adults, 3 children",2,3,5010,0,WIC,28.79
1 adult,1,0,5020,0,WIC,28.85
"1 adult, 1 child",1,1,5020,0,WIC,28.85
"1 adult, 2 children",1,2,5020,0,WIC,28.85
"1 adult, 3 children",1,3,5020,0,WIC,28.85
2 adults,2,0,5020,0,WIC,28.85
"2 adults, 1 child",2,1,5020,0,WIC,28.85
"2 adults, 2 children",2,2,5020,0,WIC,28.85
"2 adults, 3 children",2,3,5020,0,WIC,28.85
1 adult,1,0,5030,0,WIC,28.91
"1 adult, 1 child",1,1,5030,0,WIC,28.91
"1 adult, 2 children",1,2,5030,0,WIC,28.91
"1 adult, 3 children",1,3,5030,0,WIC,28.91
2 adults,2,0,5030,0,WIC,28.91
"2 adults, 1 child",2,1,5030,0,WIC,28.91
"2 adults, 2 children",2,2,5030,0,WIC,28.91
"2 adults, 3 children",2,3,5030,0,WIC,28.91
1 adult,1,0,5040,0,WIC,28.97
"1 adult, 1 child",1,1,5040,0,WIC,28.97
"1 adult, 2 children",1,2,5040,0,WIC,28.97
"1 adult, 3 children",1,3,5040,0,WIC,28.97
2 adults,2,0,5040,0,WIC,28.97
"2 adults, 1 child",2,1,5040,0,WIC,28.97
"2 adults, 2 children",2,2,5040,0,WIC,28.97
"2 adults, 3 children",2,3,5040,0,WIC,28.97
1 adult,1,0,5050,0,WIC,29.02
"1 adult, 1 child",1,1,5050,0,WIC,29.02
"1 adult, 2 children",1,2,5050,0,WIC,29.02
"1 adult, 3 children",1,3,5050,0,WIC,29.02
2 adults,2,0,5050,0,WIC,29.02
"2 adults, 1 child",2,1,5050,0,WIC,29.02
"2 adults, 2 children",2,2,5050,0,WIC,29.02
"2 adults, 3 children",2,3,5050,0,WIC,29.02
1 adult,1,0,5060,0,WIC,29.08
"1 adult, 1 child",1,1,5060,0,WIC,29.08
"1 adult, 2 children",1,2,5060,0,WIC,29.08
"1 adult, 3 children",1,3,5060,0,WIC,29.08
2 adults,2,0,5060,0,WIC,29.08
"2 adults, 1 child",2,1,5060,0,WIC,29.08
"2 adults, 2 children",2,2,5060,0,WIC,29.08
"2 adults, 3 children",2,3,5060,0,WIC,29.08
1 adult,1,0,5070,0,WIC,29.14
"1 adult, 1 child",1,1,5070,0,WIC,29.14
"1 adult, 2 children",1,2,5070,0,WIC,29.14
"1 adult, 3 children",1,3,5070,0,WIC,29.14
2 adults,2,0,5070,0,WIC,29.14
"2 adults, 1 child",2,1,5070,0,WIC,29.14
"2 adults, 2 children",2,2,5070,0,WIC,29.14
"2 adults, 3 children",2,3,5070,0,WIC,29.14
1 adult,1,0,5080,0,WIC,29.2
"1 adult, 1 child",1,1,5080,0,WIC,29.2
"1 adult, 2 children",1,2,5080,0,WIC,29.2
"1 adult, 3 children",1,3,5080,0,WIC,29.2
2 adults,2,0,5080,0,WIC,29.2
"2 adults, 1 child",2,1,5080,0,WIC,29.2
"2 adults, 2 children",2,2,5080,0,WIC,29.2
"2 adults, 3 children",2,3,5080,0,WIC,29.2
1 adult,1,0,5090,0,WIC,29.25
"1 adult, 1 child",1,1,5090,0,WIC,29.25
"1 adult, 2 children",1,2,5090,0,WIC,29.25
"1 adult, 3 children",1,3,5090,0,WIC,29.25
2 adults,2,0,5090,0,WIC,29.25
"2 adults, 1 child",2,1,5090,0,WIC,29.25
"2 adults, 2 children",2,2,5090,0,WIC,29.25
"2 adults, 3 children",2,3,5090,0,WIC,29.25
1 adult,1,0,5100,0,WIC,29.31
"1 adult, 1 child",1,1,5100,0,WIC,29.31
"1 adult, 2 children",1,2,5100,0,WIC,29.31
"1 adult, 3 children",1,3,5100,0,WIC,29.31
2 adults,2,0,5100,0,WIC,29.31
"2 adults, 1 child",2,1,5100,0,WIC,29.31
"2 adults, 2 children",2,2,5100,0,WIC,29.31
"2 adults, 3 children",2,3,5100,0,WIC,29.31
1 adult,1,0,5110,0,WIC,29.37
"1 adult, 1 child",1,1,5110,0,WIC,29.37
"1 adult, 2 children",1,2,5110,0,WIC,29.37
"1 adult, 3 children",1,3,5110,0,WIC,29.37
2 adults,2,0,5110,0,WIC,29.37
"2 adults, 1 child",2,1,5110,0,WIC,29.37
"2 adults, 2 children",2,2,5110,0,WIC,29.37
"2 adults, 3 children",2,3,5110,0,WIC,29.37
1 adult,1,0,5120,0,WIC,29.43
"1 adult, 1 child",1,1,5120,0,WIC,29.43
"1 adult, 2 children",1,2,5120,0,WIC,29.43
"1 adult, 3 children",1,3,5120,0,WIC,29.43
2 adults,2,0,5120,0,WIC,29.43
"2 adults, 1 child",2,1,5120,0,WIC,29.43
"2 adults, 2 children",2,2,5120,0,WIC,29.43
"2 adults, 3 children",2,3,5120,0,WIC,29.43
1 adult,1,0,5130,0,WIC,29.48
"1 adult, 1 child",1,1,5130,0,WIC,29.48
"1 adult, 2 children",1,2,5130,0,WIC,29.48
"1 adult, 3 children",1,3,5130,0,WIC,29.48
2 adults,2,0,5130,0,WIC,29.48
"2 adults, 1 child",2,1,5130,0,WIC,29.48
"2 adults, 2 children",2,2,5130,0,WIC,29.48
"2 adults, 3 children",2,3,5130,0,WIC,29.48
1 adult,1,0,5140,0,WIC,29.54
"1 adult, 1 child",1,1,5140,0,WIC,29.54
"1 adult, 2 children",1,2,5140,0,WIC,29.54
"1 adult, 3 children",1,3,5140,0,WIC,29.54
2 adults,2,0,5140,0,WIC,29.54
"2 adults, 1 child",2,1,5140,0,WIC,29.54
"2 adults, 2 children",2,2,5140,0,WIC,29.54
"2 adults, 3 children",2,3,5140,0,WIC,29.54
1 adult,1,0,5150,0,WIC,29.6
"1 adult, 1 child",1,1,5150,0,WIC,29.6
"1 adult, 2 children",1,2,5150,0,WIC,29.6
"1 adult, 3 children",1,3,5150,0,WIC,29.6
2 adults,2,0,5150,0,WIC,29.6
"2 adults, 1 child",2,1,5150,0,WIC,29.6
"2 adults, 2 children",2,2,5150,0,WIC,29.6
"2 adults, 3 children",2,3,5150,0,WIC,29.6
1 adult,1,0,5160,0,WIC,29.66
"1 adult, 1 child",1,1,5160,0,WIC,29.66
"1 adult, 2 children",1,2,5160,0,WIC,29.66
"1 adult, 3 children",1,3,5160,0,WIC,29.66
2 adults,2,0,5160,0,WIC,29.66
"2 adults, 1 child",2,1,5160,0,WIC,29.66
"2 adults, 2 children",2,2,5160,0,WIC,29.66
"2 adults, 3 children",2,3,5160,0,WIC,29.66
1 adult,1,0,5170,0,WIC,29.71
"1 adult, 1 child",1,1,5170,0,WIC,29.71
"1 adult, 2 children",1,2,5170,0,WIC,29.71
"1 adult, 3 children",1,3,5170,0,WIC,29.71
2 adults,2,0,5170,0,WIC,29.71
"2 adults, 1 child",2,1,5170,0,WIC,29.71
"2 adults, 2 children",2,2,5170,0,WIC,29.71
"2 adults, 3 children",2,3,5170,0,WIC,29.71
1 adult,1,0,5180,0,WIC,29.77
"1 adult, 1 child",1,1,5180,0,WIC,29.77
"1 adult, 2 children",1,2,5180,0,WIC,29.77
"1 adult, 3 children",1,3,5180,0,WIC,29.77
2 adults,2,0,5180,0,WIC,29.77
"2 adults, 1 child",2,1,5180,0,WIC,29.77
"2 adults, 2 children",2,2,5180,0,WIC,29.77
"2 adults, 3 children",2,3,5180,0,WIC,29.77
1 adult,1,0,5190,0,WIC,29.83
"1 adult, 1 child",1,1,5190,0,WIC,29.83
"1 adult, 2 children",1,2,5190,0,WIC,29.83
"1 adult, 3 children",1,3,5190,0,WIC,29.83
2 adults,2,0,5190,0,WIC,29.83
"2 adults, 1 child",2,1,5190,0,WIC,29.83
"2 adults, 2 children",2,2,5190,0,WIC,29.83
"2 adults, 3 children",2,3,5190,0,WIC,29.83
1 adult,1,0,5200,0,WIC,29.89
"1 adult, 1 child",1,1,5200,0,WIC,29.89
"1 adult, 2 children",1,2,5200,0,WIC,29.89
"1 adult, 3 children",1,3,5200,0,WIC,29.89
2 adults,2,0,5200,0,WIC,29.89
"2 adults, 1 child",2,1,5200,0,WIC,29.89
"2 adults, 2 children",2,2,5200,0,WIC,29.89
"2 adults, 3 children",2,3,5200,0,WIC,29.89
1 adult,1,0,5210,0,WIC,29.94
"1 adult, 1 child",1,1,5210,0,WIC,29.94
"1 adult, 2 children",1,2,5210,0,WIC,29.94
"1 adult, 3 children",1,3,5210,0,WIC,29.94
2 adults,2,0,5210,0,WIC,29.94
"2 adults, 1 child",2,1,5210,0,WIC,29.94
"2 adults, 2 children",2,2,5210,0,WIC,29.94
"2 adults, 3 children",2,3,5210,0,WIC,29.94
1 adult,1,0,5220,0,WIC,30
"1 adult, 1 child",1,1,5220,0,WIC,30
"1 adult, 2 children",1,2,5220,0,WIC,30
"1 adult, 3 children",1,3,5220,0,WIC,30
2 adults,2,0,5220,0,WIC,30
"2 adults, 1 child",2,1,5220,0,WIC,30
"2 adults, 2 children",2,2,5220,0,WIC,30
"2 adults, 3 children",2,3,5220,0,WIC,30
1 adult,1,0,5230,0,WIC,30.06
"1 adult, 1 child",1,1,5230,0,WIC,30.06
"1 adult, 2 children",1,2,5230,0,WIC,30.06
"1 adult, 3 children",1,3,5230,0,WIC,30.06
2 adults,2,0,5230,0,WIC,30.06
"2 adults, 1 child",2,1,5230,0,WIC,30.06
"2 adults, 2 children",2,2,5230,0,WIC,30.06
"2 adults, 3 children",2,3,5230,0,WIC,30.06
1 adult,1,0,5240,0,WIC,30.11
"1 adult, 1 child",1,1,5240,0,WIC,30.11
"1 adult, 2 children",1,2,5240,0,WIC,30.11
"1 adult, 3 children",1,3,5240,0,WIC,30.11
2 adults,2,0,5240,0,WIC,30.11
"2 adults, 1 child",2,1,5240,0,WIC,30.11
"2 adults, 2 children",2,2,5240,0,WIC,30.11
"2 adults, 3 children",2,3,5240,0,WIC,30.11
1 adult,1,0,5250,0,WIC,30.17
"1 adult, 1 child",1,1,5250,0,WIC,30.17
"1 adult, 2 children",1,2,5250,0,WIC,30.17
"1 adult, 3 children",1,3,5250,0,WIC,30.17
2 adults,2,0,5250,0,WIC,30.17
"2 adults, 1 child",2,1,5250,0,WIC,30.17
"2 adults, 2 children",2,2,5250,0,WIC,30.17
"2 adults, 3 children",2,3,5250,0,WIC,30.17
1 adult,1,0,5260,0,WIC,30.23
"1 adult, 1 child",1,1,5260,0,WIC,30.23
"1 adult, 2 children",1,2,5260,0,WIC,30.23
"1 adult, 3 children",1,3,5260,0,WIC,30.23
2 adults,2,0,5260,0,WIC,30.23
"2 adults, 1 child",2,1,5260,0,WIC,30.23
"2 adults, 2 children",2,2,5260,0,WIC,30.23
"2 adults, 3 children",2,3,5260,0,WIC,30.23
1 adult,1,0,5270,0,WIC,30.29
"1 adult, 1 child",1,1,5270,0,WIC,30.29
"1 adult, 2 children",1,2,5270,0,WIC,30.29
"1 adult, 3 children",1,3,5270,0,WIC,30.29
2 adults,2,0,5270,0,WIC,30.29
"2 adults, 1 child",2,1,5270,0,WIC,30.29
"2 adults, 2 children",2,2,5270,0,WIC,30.29
"2 adults, 3 children",2,3,5270,0,WIC,30.29
1 adult,1,0,5280,0,WIC,30.34
"1 adult, 1 child",1,1,5280,0,WIC,30.34
"1 adult, 2 children",1,2,5280,0,WIC,30.34
"1 adult, 3 children",1,3,5280,0,WIC,30.34
2 adults,2,0,5280,0,WIC,30.34
"2 adults, 1 child",2,1,5280,0,WIC,30.34
"2 adults, 2 children",2,2,5280,0,WIC,30.34
"2 adults, 3 children",2,3,5280,0,WIC,30.34
1 adult,1,0,5290,0,WIC,30.4
"1 adult, 1 child",1,1,5290,0,WIC,30.4
"1 adult, 2 children",1,2,5290,0,WIC,30.4
"1 adult, 3 children",1,3,5290,0,WIC,30.4
2 adults,2,0,5290,0,WIC,30.4
"2 adults, 1 child",2,1,5290,0,WIC,30.4
"2 adults, 2 children",2,2,5290,0,WIC,30.4
"2 adults, 3 children",2,3,5290,0,WIC,30.4
1 adult,1,0,5300,0,WIC,30.46
"1 adult, 1 child",1,1,5300,0,WIC,30.46
"1 adult, 2 children",1,2,5300,0,WIC,30.46
"1 adult, 3 children",1,3,5300,0,WIC,30.46
2 adults,2,0,5300,0,WIC,30.46
"2 adults, 1 child",2,1,5300,0,WIC,30.46
"2 adults, 2 children",2,2,5300,0,WIC,30.46
"2 adults, 3 children",2,3,5300,0,WIC,30.46
1 adult,1,0,5310,0,WIC,30.52
"1 adult, 1 child",1,1,5310,0,WIC,30.52
"1 adult, 2 children",1,2,5310,0,WIC,30.52
"1 adult, 3 children",1,3,5310,0,WIC,30.52
2 adults,2,0,5310,0,WIC,30.52
"2 adults, 1 child",2,1,5310,0,WIC,30.52
"2 adults, 2 children",2,2,5310,0,WIC,30.52
"2 adults, 3 children",2,3,5310,0,WIC,30.52
1 adult,1,0,5320,0,WIC,30.57
"1 adult, 1 child",1,1,5320,0,WIC,30.57
"1 adult, 2 children",1,2,5320,0,WIC,30.57
"1 adult, 3 children",1,3,5320,0,WIC,30.57
2 adults,2,0,5320,0,WIC,30.57
"2 adults, 1 child",2,1,5320,0,WIC,30.57
"2 adults, 2 children",2,2,5320,0,WIC,30.57
"2 adults, 3 children",2,3,5320,0,WIC,30.57
1 adult,1,0,5330,0,WIC,30.63
"1 adult, 1 child",1,1,5330,0,WIC,30.63
"1 adult, 2 children",1,2,5330,0,WIC,30.63
"1 adult, 3 children",1,3,5330,0,WIC,30.63
2 adults,2,0,5330,0,WIC,30.63
"2 adults, 1 child",2,1,5330,0,WIC,30.63
