composition,adults,children,monthly_income,payment,benefit
2 adults,2,0,10040,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,10040,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,10040,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,10040,0,NC Medicaid / Health Choice
1 adult,1,0,10050,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,10050,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,10050,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,10050,0,NC Medicaid / Health Choice
2 adults,2,0,10050,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,10050,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,10050,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,10050,0,NC Medicaid / Health Choice
1 adult,1,0,10060,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,10060,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,10060,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,10060,0,NC Medicaid / Health Choice
2 adults,2,0,10060,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,10060,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,10060,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,10060,0,NC Medicaid / Health Choice
1 adult,1,0,10070,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,10070,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,10070,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,10070,0,NC Medicaid / Health Choice
2 adults,2,0,10070,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,10070,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,10070,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,10070,0,NC Medicaid / Health Choice
1 adult,1,0,10080,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,10080,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,10080,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,10080,0,NC Medicaid / Health Choice
2 adults,2,0,10080,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,10080,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,10080,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,10080,0,NC Medicaid / Health Choice
1 adult,1,0,10090,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,10090,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,10090,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,10090,0,NC Medicaid / Health Choice
2 adults,2,0,10090,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,10090,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,10090,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,10090,0,NC Medicaid / Health Choice
1 adult,1,0,10100,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,10100,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,10100,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,10100,0,NC Medicaid / Health Choice
2 adults,2,0,10100,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,10100,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,10100,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,10100,0,NC Medicaid / Health Choice
1 adult,1,0,10110,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,10110,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,10110,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,10110,0,NC Medicaid / Health Choice
2 adults,2,0,10110,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,10110,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,10110,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,10110,0,NC Medicaid / Health Choice
1 adult,1,0,10120,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,10120,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,10120,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,10120,0,NC Medicaid / Health Choice
2 adults,2,0,10120,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,10120,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,10120,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,10120,0,NC Medicaid / Health Choice
1 adult,1,0,10130,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,10130,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,10130,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,10130,0,NC Medicaid / Health Choice
2 adults,2,0,10130,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,10130,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,10130,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,10130,0,NC Medicaid / Health Choice
1 adult,1,0,10140,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,10140,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,10140,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,10140,0,NC Medicaid / Health Choice
2 adults,2,0,10140,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,10140,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,10140,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,10140,0,NC Medicaid / Health Choice
1 adult,1,0,10150,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,10150,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,10150,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,10150,0,NC Medicaid / Health Choice
2 adults,2,0,10150,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,10150,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,10150,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,10150,0,NC Medicaid / Health Choice
1 adult,1,0,10160,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,10160,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,10160,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,10160,0,NC Medicaid / Health Choice
2 adults,2,0,10160,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,10160,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,10160,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,10160,0,NC Medicaid / Health Choice
1 adult,1,0,10170,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,10170,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,10170,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,10170,0,NC Medicaid / Health Choice
2 adults,2,0,10170,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,10170,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,10170,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,10170,0,NC Medicaid / Health Choice
1 adult,1,0,10180,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,10180,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,10180,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,10180,0,NC Medicaid / Health Choice
2 adults,2,0,10180,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,10180,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,10180,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,10180,0,NC Medicaid / Health Choice
1 adult,1,0,10190,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,10190,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,10190,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,10190,0,NC Medicaid / Health Choice
2 adults,2,0,10190,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,10190,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,10190,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,10190,0,NC Medicaid / Health Choice
1 adult,1,0,10200,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,10200,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,10200,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,10200,0,NC Medicaid / Health Choice
2 adults,2,0,10200,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,10200,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,10200,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,10200,0,NC Medicaid / Health Choice
1 adult,1,0,10210,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,10210,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,10210,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,10210,0,NC Medicaid / Health Choice
2 adults,2,0,10210,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,10210,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,10210,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,10210,0,NC Medicaid / Health Choice
1 adult,1,0,10220,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,10220,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,10220,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,10220,0,NC Medicaid / Health Choice
2 adults,2,0,10220,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,10220,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,10220,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,10220,0,NC Medicaid / Health Choice
1 adult,1,0,10230,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,10230,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,10230,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,10230,0,NC Medicaid / Health Choice
2 adults,2,0,10230,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,10230,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,10230,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,10230,0,NC Medicaid / Health Choice
1 adult,1,0,10240,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,10240,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,10240,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,10240,0,NC Medicaid / Health Choice
2 adults,2,0,10240,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,10240,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,10240,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,10240,0,NC Medicaid / Health Choice
1 adult,1,0,10250,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,10250,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,10250,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,10250,0,NC Medicaid / Health Choice
2 adults,2,0,10250,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,10250,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,10250,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,10250,0,NC Medicaid / Health Choice
1 adult,1,0,10260,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,10260,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,10260,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,10260,0,NC Medicaid / Health Choice
2 adults,2,0,10260,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,10260,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,10260,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,10260,0,NC Medicaid / Health Choice
1 adult,1,0,10270,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,10270,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,10270,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,10270,0,NC Medicaid / Health Choice
2 adults,2,0,10270,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,10270,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,10270,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,10270,0,NC Medicaid / Health Choice
1 adult,1,0,10280,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,10280,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,10280,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,10280,0,NC Medicaid / Health Choice
2 adults,2,0,10280,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,10280,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,10280,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,10280,0,NC Medicaid / Health Choice
1 adult,1,0,10290,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,10290,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,10290,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,10290,0,NC Medicaid / Health Choice
2 adults,2,0,10290,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,10290,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,10290,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,10290,0,NC Medicaid / Health Choice
1 adult,1,0,10300,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,10300,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,10300,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,10300,0,NC Medicaid / Health Choice
2 adults,2,0,10300,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,10300,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,10300,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,10300,0,NC Medicaid / Health Choice
1 adult,1,0,10310,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,10310,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,10310,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,10310,0,NC Medicaid / Health Choice
2 adults,2,0,10310,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,10310,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,10310,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,10310,0,NC Medicaid / Health Choice
1 adult,1,0,10320,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,10320,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,10320,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,10320,0,NC Medicaid / Health Choice
2 adults,2,0,10320,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,10320,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,10320,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,10320,0,NC Medicaid / Health Choice
1 adult,1,0,10330,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,10330,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,10330,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,10330,0,NC Medicaid / Health Choice
2 adults,2,0,10330,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,10330,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,10330,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,10330,0,NC Medicaid / Health Choice
1 adult,1,0,10340,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,10340,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,10340,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,10340,0,NC Medicaid / Health Choice
2 adults,2,0,10340,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,10340,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,10340,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,10340,0,NC Medicaid / Health Choice
1 adult,1,0,10350,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,10350,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,10350,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,10350,0,NC Medicaid / Health Choice
2 adults,2,0,10350,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,10350,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,10350,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,10350,0,NC Medicaid / Health Choice
1 adult,1,0,10360,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,10360,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,10360,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,10360,0,NC Medicaid / Health Choice
2 adults,2,0,10360,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,10360,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,10360,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,10360,0,NC Medicaid / Health Choice
1 adult,1,0,10370,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,10370,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,10370,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,10370,0,NC Medicaid / Health Choice
2 adults,2,0,10370,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,10370,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,10370,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,10370,0,NC Medicaid / Health Choice
1 adult,1,0,10380,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,10380,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,10380,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,10380,0,NC Medicaid / Health Choice
2 adults,2,0,10380,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,10380,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,10380,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,10380,0,NC Medicaid / Health Choice
1 adult,1,0,10390,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,10390,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,10390,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,10390,0,NC Medicaid / Health Choice
2 adults,2,0,10390,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,10390,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,10390,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,10390,0,NC Medicaid / Health Choice
1 adult,1,0,10400,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,10400,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,10400,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,10400,0,NC Medicaid / Health Choice
2 adults,2,0,10400,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,10400,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,10400,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,10400,0,NC Medicaid / Health Choice
1 adult,1,0,10410,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,10410,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,10410,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,10410,0,NC Medicaid / Health Choice
2 adults,2,0,10410,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,10410,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,10410,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,10410,0,NC Medicaid / Health Choice
1 adult,1,0,10420,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,10420,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,10420,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,10420,0,NC Medicaid / Health Choice
2 adults,2,0,10420,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,10420,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,10420,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,10420,0,NC Medicaid / Health Choice
1 adult,1,0,10430,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,10430,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,10430,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,10430,0,NC Medicaid / Health Choice
2 adults,2,0,10430,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,10430,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,10430,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,10430,0,NC Medicaid / Health Choice
1 adult,1,0,10440,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,10440,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,10440,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,10440,0,NC Medicaid / Health Choice
2 adults,2,0,10440,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,10440,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,10440,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,10440,0,NC Medicaid / Health Choice
1 adult,1,0,10450,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,10450,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,10450,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,10450,0,NC Medicaid / Health Choice
2 adults,2,0,10450,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,10450,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,10450,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,10450,0,NC Medicaid / Health Choice
1 adult,1,0,10460,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,10460,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,10460,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,10460,0,NC Medicaid / Health Choice
2 adults,2,0,10460,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,10460,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,10460,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,10460,0,NC Medicaid / Health Choice
1 adult,1,0,10470,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,10470,0,NC Medicaid / Health Choice
"1 adult, 2 children",1,2,10470,0,NC Medicaid / Health Choice
"1 adult, 3 children",1,3,10470,0,NC Medicaid / Health Choice
2 adults,2,0,10470,0,NC Medicaid / Health Choice
"2 adults, 1 child",2,1,10470,0,NC Medicaid / Health Choice
"2 adults, 2 children",2,2,10470,0,NC Medicaid / Health Choice
"2 adults, 3 children",2,3,10470,0,NC Medicaid / Health Choice
1 adult,1,0,10480,0,NC Medicaid / Health Choice
"1 adult, 1 child",1,1,10480,0,NC Medicaid / Health Choice
